ID OMM station;Date;Pression au niveau mer;Variation de pression en 3 heures;Type de tendance barométrique;Direction du vent moyen 10 mn;Vitesse du vent moyen 10 mn;Température;Point de rosée;Humidité;Visibilité horizontale;Temps présent;Temps passé 1;Temps passé 2;Nebulosité totale;Nébulosité  des nuages de l' étage inférieur;Hauteur de la base des nuages de l'étage inférieur;Type des nuages de l'étage inférieur;Type des nuages de l'étage moyen;Type des nuages de l'étage supérieur;Pression station;Niveau barométrique;Géopotentiel;Variation de pression en 24 heures;Température minimale sur 12 heures;Température minimale sur 24 heures;Température maximale sur 12 heures;Température maximale sur 24 heures;Température minimale du sol sur 12 heures;Méthode de mesure Température du thermomètre mouillé;Température du thermomètre mouillé;Rafale sur les 10 dernières minutes;Rafales sur une période;Periode de mesure de la rafale;Etat du sol;Hauteur totale de la couche de neige,glace,autre au sol;Hauteur de la neige fraîche;Periode de mesure de la neige fraiche;Précipitations dans la dernière heure;Précipitations dans les 3 dernières heures;Précipitations dans les 6 dernières heures;Précipitations dans les 12 dernières heures;Précipitations dans les 24 dernières heures;Phénomène spécial 1;Phénomène spécial 2;Phénomène spécial 3;Phénomène spécial 4;Nébulosité couche nuageuse 1;Type nuage 1;Hauteur de base 1;Nébulosité couche nuageuse 2;Type nuage 2;Hauteur de base 2;Nébulosité couche nuageuse 3;Type nuage 3;Hauteur de base 3;Nébulosité couche nuageuse 4;Type nuage 4;Hauteur de base 4;Coordonnees;Nom;Type de tendance barométrique.1;Temps passé 1.1;Temps présent.1;Température (°C);Température minimale sur 12 heures (°C);Température minimale sur 24 heures (°C);Température maximale sur 12 heures (°C);Température maximale sur 24 heures (°C);Température minimale du sol sur 12 heures (en °C);Latitude;Longitude;Altitude;communes (name);communes (code);EPCI (name);EPCI (code);department (name);department (code);region (name);region (code);mois_de_l_annee,index
7149;2014-08-10T17:00:00+02:00;100410.0;60.0;3.0;240.0;6.2;294.75;291.55;82.0;25000.0;29.0;9.0;8.0;90.0;1.0;800.0;32.0;23.0;12.0;99380.0;;;;;;;;;;;;14.4;-10.0;;;0.0;-30.0;0.2;2.0;;;;710.0;1114.0;3100.0;;1.0;8.0;780.0;7.0;0.0;7500.0;;;;;;;48.716833,2.384333;ORLY;En baisse ou stationnaire,puis en hausse,2036
7149;2014-08-11T05:00:00+02:00;101350.0;70.0;3.0;210.0;2.1;287.65;283.65;77.0;30000.0;2.0;1.0;1.0;60.0;5.0;1750.0;35.0;20.0;10.0;100280.0;;;;;;;;;;;;4.6;-10.0;;;0.0;-30.0;0.0;0.0;;;;710.0;1105.0;3100.0;;5.0;6.0;1800.0;;;;;;;;;;48.716833,2.384333;ORLY;En baisse ou stationnaire,puis en hausse,2037
7149;2014-08-11T23:00:00+02:00;101540.0;40.0;1.0;230.0;3.1;288.05;285.55;85.0;30000.0;25.0;8.0;6.0;90.0;1.0;1250.0;38.0;61.0;60.0;100470.0;;;;;;;;;;;;9.3;-10.0;;;0.0;-30.0;0.0;2.0;;;;710.0;1109.0;3100.0;;1.0;8.0;1200.0;7.0;6.0;2100.0;;;;;;;48.716833,2.384333;ORLY;En hausse,puis stationnaire,2038
7149;2014-07-24T17:00:00+02:00;101180.0;-110.0;8.0;60.0;3.1;303.25;287.35;38.0;25000.0;2.0;1.0;1.0;50.0;4.0;1750.0;32.0;20.0;10.0;100170.0;;;;;;;;;;;;7.2;-10.0;;;0.0;-30.0;0.0;0.0;;;;710.0;1107.0;3100.0;;1.0;8.0;1500.0;4.0;8.0;1800.0;;;;;;;48.716833,2.384333;ORLY;Stationnaire ou en hausse,puis en baisse,2039
7149;2014-08-05T20:00:00+02:00;101800.0;-100.0;6.0;220.0;2.6;297.75;283.65;41.0;35000.0;2.0;1.0;1.0;60.0;3.0;2250.0;32.0;23.0;11.0;100760.0;;;;288.75;;299.95;;;;;;5.1;-10.0;;;0.0;-60.0;0.0;0.0;;0.0;;710.0;1105.0;3100.0;;1.0;8.0;1800.0;5.0;0.0;7500.0;;;;;;;48.716833,2.384333;ORLY;En baisse,puis stationnaire,2040
7149;2014-08-30T17:00:00+02:00;101860.0;-40.0;8.0;270.0;4.6;294.55;286.95;62.0;35000.0;2.0;1.0;1.0;90.0;5.0;1250.0;31.0;23.0;60.0;100810.0;;;;;;;;;;;;10.8;-10.0;;;0.0;-30.0;0.0;0.0;;;;710.0;1111.0;3100.0;;5.0;8.0;1230.0;7.0;3.0;3900.0;;;;;;;48.716833,2.384333;ORLY;Stationnaire ou en hausse,puis en baisse,2041
7149;2014-09-05T20:00:00+02:00;101400.0;0.0;5.0;340.0;3.6;294.25;286.95;63.0;18000.0;2.0;1.0;1.0;100.0;8.0;1250.0;38.0;61.0;60.0;100350.0;;;;290.65;;295.95;;;;;;6.2;-10.0;;;0.0;-60.0;0.0;0.0;;0.0;;710.0;1106.0;3100.0;;2.0;8.0;1320.0;8.0;6.0;2100.0;;;;;;;48.716833,2.384333;ORLY;En baisse,puis en hausse,2042
7149;2014-09-06T08:00:00+02:00;101420.0;20.0;3.0;290.0;1.0;290.05;288.35;90.0;3500.0;10.0;2.0;2.0;90.0;7.0;2250.0;35.0;61.0;60.0;100360.0;;;;289.85;;294.25;;289.15;;;;2.1;-10.0;0.0;0.0;0.0;-60.0;0.0;0.0;;0.0;0.0;710.0;1102.0;3100.0;;7.0;6.0;2100.0;;;;;;;;;;48.716833,2.384333;ORLY;En baisse ou stationnaire,puis en hausse,2043
7149;2014-12-07T04:00:00+01:00;102670.0;-100.0;6.0;290.0;3.0;271.95;271.15;94.0;7000.0;2.0;0.0;0.0;0.0;0.0;;30.0;20.0;10.0;101520.0;;;280.0;;;;;;;;3.9;3.9;-10.0;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;48.716833,2.384333;ORLY;En baisse,puis stationnaire,2044
7149;2014-12-07T16:00:00+01:00;102250.0;-190.0;6.0;220.0;5.8;277.85;276.65;92.0;6000.0;50.0;5.0;2.0;100.0;7.0;;37.0;;;101130.0;;;-370.0;;;;;;;;8.6;9.2;-10.0;1.0;0.0;;;-0.1;-0.1;-0.1;-0.1;-0.1;;;;;6.0;7.0;210.0;7.0;6.0;690.0;;;;;;;48.716833,2.384333;ORLY;En baisse,puis stationnaire,2045
