ID OMM station;Date;Pression au niveau mer;Variation de pression en 3 heures;Type de tendance barométrique;Direction du vent moyen 10 mn;Vitesse du vent moyen 10 mn;Température;Point de rosée;Humidité;Visibilité horizontale;Temps présent;Temps passé 1;Temps passé 2;Nebulosité totale;Nébulosité  des nuages de l' étage inférieur;Hauteur de la base des nuages de l'étage inférieur;Type des nuages de l'étage inférieur;Type des nuages de l'étage moyen;Type des nuages de l'étage supérieur;Pression station;Niveau barométrique;Géopotentiel;Variation de pression en 24 heures;Température minimale sur 12 heures;Température minimale sur 24 heures;Température maximale sur 12 heures;Température maximale sur 24 heures;Température minimale du sol sur 12 heures;Méthode de mesure Température du thermomètre mouillé;Température du thermomètre mouillé;Rafale sur les 10 dernières minutes;Rafales sur une période;Periode de mesure de la rafale;Etat du sol;Hauteur totale de la couche de neige,glace,autre au sol;Hauteur de la neige fraîche;Periode de mesure de la neige fraiche;Précipitations dans la dernière heure;Précipitations dans les 3 dernières heures;Précipitations dans les 6 dernières heures;Précipitations dans les 12 dernières heures;Précipitations dans les 24 dernières heures;Phénomène spécial 1;Phénomène spécial 2;Phénomène spécial 3;Phénomène spécial 4;Nébulosité couche nuageuse 1;Type nuage 1;Hauteur de base 1;Nébulosité couche nuageuse 2;Type nuage 2;Hauteur de base 2;Nébulosité couche nuageuse 3;Type nuage 3;Hauteur de base 3;Nébulosité couche nuageuse 4;Type nuage 4;Hauteur de base 4;Coordonnees;Nom;Type de tendance barométrique.1;Temps passé 1.1;Temps présent.1;Température (°C);Température minimale sur 12 heures (°C);Température minimale sur 24 heures (°C);Température maximale sur 12 heures (°C);Température maximale sur 24 heures (°C);Température minimale du sol sur 12 heures (en °C);Latitude;Longitude;Altitude;communes (name);communes (code);EPCI (name);EPCI (code);department (name);department (code);region (name);region (code);mois_de_l_annee,index
7149;2014-04-23T05:00:00+02:00;101790.0;50.0;1.0;0.0;0.0;280.95;279.85;93.0;900.0;41.0;4.0;1.0;25.0;0.0;8000.0;30.0;20.0;11.0;100690.0;;;;;;;;;;;;0.5;-10.0;;;0.0;-30.0;0.0;0.0;;;;710.0;1101.0;3100.0;;2.0;0.0;6900.0;;;;;;;;;;48.716833,2.384333;ORLY;En hausse,puis stationnaire,32
7149;2014-11-07T10:00:00+01:00;100280.0;80.0;3.0;190.0;5.7;281.95;280.75;92.0;20000.0;60.0;6.0;2.0;100.0;7.0;250.0;35.0;61.0;60.0;99200.0;;;;;;;;;;;;10.8;-10.0;;;0.0;-30.0;0.0;3.0;;;;710.0;1111.0;3100.0;;5.0;7.0;240.0;7.0;6.0;360.0;;;;;;;48.716833,2.384333;ORLY;En baisse ou stationnaire,puis en hausse,33
7149;2014-09-24T23:00:00+02:00;101700.0;180.0;1.0;300.0;3.6;287.25;285.15;87.0;20000.0;1.0;6.0;1.0;25.0;2.0;800.0;35.0;20.0;10.0;100620.0;;;;;;;;;;;;5.7;-10.0;;;0.0;-30.0;0.0;0.0;;;;710.0;1106.0;3100.0;;1.0;6.0;690.0;;;;;;;;;;48.716833,2.384333;ORLY;En hausse,puis stationnaire,34
7149;2014-09-26T11:00:00+02:00;102670.0;120.0;1.0;260.0;1.5;290.05;282.75;62.0;35000.0;2.0;1.0;1.0;10.0;0.0;8000.0;30.0;20.0;11.0;101590.0;;;;;;;;;;;;3.1;-10.0;;;0.0;-30.0;0.0;0.0;;;;710.0;1103.0;3100.0;;1.0;0.0;7800.0;;;;;;;;;;48.716833,2.384333;ORLY;En hausse,puis stationnaire,35
7149;2014-09-26T20:00:00+02:00;102580.0;20.0;3.0;320.0;1.0;289.75;282.95;64.0;30000.0;2.0;1.0;1.0;75.0;0.0;8000.0;30.0;20.0;11.0;101500.0;;;;280.75;;295.25;;;;;;5.1;-10.0;;;0.0;-60.0;0.0;0.0;;0.0;;710.0;1105.0;3100.0;;6.0;0.0;7500.0;;;;;;;;;;48.716833,2.384333;ORLY;En baisse ou stationnaire,puis en hausse,36
7149;2014-09-28T23:00:00+02:00;102180.0;60.0;1.0;190.0;1.5;290.65;285.75;73.0;25000.0;2.0;1.0;1.0;40.0;0.0;8000.0;30.0;20.0;11.0;101110.0;;;;;;;;;;;;2.6;-10.0;;;0.0;-30.0;0.0;0.0;;;;710.0;1103.0;3100.0;;3.0;0.0;7200.0;;;;;;;;;;48.716833,2.384333;ORLY;En hausse,puis stationnaire,37
7149;2014-09-30T02:00:00+02:00;102460.0;20.0;3.0;0.0;0.0;288.55;287.45;93.0;8000.0;40.0;8.0;6.0;10.0;1.0;250.0;36.0;20.0;10.0;101380.0;;;;;;;;;;;;2.1;-10.0;;;0.0;-60.0;0.0;0.0;0.4;;;710.0;1102.0;3100.0;;1.0;7.0;240.0;;;;;;;;;;48.716833,2.384333;ORLY;En baisse ou stationnaire,puis en hausse,38
7149;2014-10-01T23:00:00+02:00;102850.0;120.0;1.0;260.0;1.0;287.45;284.05;80.0;20000.0;2.0;1.0;1.0;10.0;1.0;3500.0;30.0;23.0;10.0;101760.0;;;;;;;;;;;;5.1;-10.0;;;0.0;-30.0;0.0;0.0;;;;710.0;1105.0;3100.0;;1.0;3.0;3000.0;;;;;;;;;;48.716833,2.384333;ORLY;En hausse,puis stationnaire,39
7149;2014-10-03T20:00:00+02:00;102100.0;-60.0;6.0;110.0;1.5;292.25;285.05;63.0;18000.0;2.0;1.0;1.0;0.0;;;;;;101040.0;;;;284.15;;297.55;;;;;;2.1;-10.0;;;0.0;-60.0;0.0;0.0;;0.0;;710.0;1102.0;3100.0;;;;;;;;;;;;;;48.716833,2.384333;ORLY;En baisse,puis stationnaire,40
7149;2014-10-06T02:00:00+02:00;101480.0;-150.0;6.0;250.0;1.0;280.15;278.95;92.0;20000.0;2.0;1.0;1.0;40.0;0.0;8000.0;30.0;20.0;11.0;100380.0;;;;;;;;;;;;1.5;-10.0;;;0.0;-60.0;0.0;0.0;0.0;;;710.0;1102.0;3100.0;;1.0;0.0;7800.0;;;;;;;;;;48.716833,2.384333;ORLY;En baisse,puis stationnaire,41
