ID OMM station;Date;Pression au niveau mer;Variation de pression en 3 heures;Type de tendance barométrique;Direction du vent moyen 10 mn;Vitesse du vent moyen 10 mn;Température;Point de rosée;Humidité;Visibilité horizontale;Temps présent;Temps passé 1;Temps passé 2;Nebulosité totale;Nébulosité  des nuages de l' étage inférieur;Hauteur de la base des nuages de l'étage inférieur;Type des nuages de l'étage inférieur;Type des nuages de l'étage moyen;Type des nuages de l'étage supérieur;Pression station;Niveau barométrique;Géopotentiel;Variation de pression en 24 heures;Température minimale sur 12 heures;Température minimale sur 24 heures;Température maximale sur 12 heures;Température maximale sur 24 heures;Température minimale du sol sur 12 heures;Méthode de mesure Température du thermomètre mouillé;Température du thermomètre mouillé;Rafale sur les 10 dernières minutes;Rafales sur une période;Periode de mesure de la rafale;Etat du sol;Hauteur totale de la couche de neige,glace,autre au sol;Hauteur de la neige fraîche;Periode de mesure de la neige fraiche;Précipitations dans la dernière heure;Précipitations dans les 3 dernières heures;Précipitations dans les 6 dernières heures;Précipitations dans les 12 dernières heures;Précipitations dans les 24 dernières heures;Phénomène spécial 1;Phénomène spécial 2;Phénomène spécial 3;Phénomène spécial 4;Nébulosité couche nuageuse 1;Type nuage 1;Hauteur de base 1;Nébulosité couche nuageuse 2;Type nuage 2;Hauteur de base 2;Nébulosité couche nuageuse 3;Type nuage 3;Hauteur de base 3;Nébulosité couche nuageuse 4;Type nuage 4;Hauteur de base 4;Coordonnees;Nom;Type de tendance barométrique.1;Temps passé 1.1;Temps présent.1;Température (°C);Température minimale sur 12 heures (°C);Température minimale sur 24 heures (°C);Température maximale sur 12 heures (°C);Température maximale sur 24 heures (°C);Température minimale du sol sur 12 heures (en °C);Latitude;Longitude;Altitude;communes (name);communes (code);EPCI (name);EPCI (code);department (name);department (code);region (name);region (code);mois_de_l_annee,index
7149;2022-08-16T20:00:00+02:00;100850.0;0.0;5.0;40.0;2.9;291.45;290.25;93.0;30730.0;0.0;;;90.0;7.0;4080.0;;;;99800.0;;;260.0;290.45;;301.35;;;;;5.9;6.6;-10.0;1.0;0.0;;;-0.1;32.6;32.6;32.6;32.6;;;;;7.0;;4080.0;;9.0;;;;;;;;48.716833,2.384333;ORLY;En baisse,puis en hausse,24030
7149;2022-08-16T23:00:00+02:00;100970.0;120.0;1.0;210.0;0.7;290.95;290.35;96.0;8870.0;0.0;;;100.0;8.0;2580.0;;;;99920.0;;;190.0;;;;;;;;1.3;2.1;-10.0;1.0;0.0;;;-0.1;-0.1;32.6;32.6;32.6;;;;;7.0;;2580.0;8.0;;7500.0;;;;;;;48.716833,2.384333;ORLY;En hausse,puis stationnaire,24031
7149;2022-08-19T05:00:00+02:00;101690.0;30.0;3.0;290.0;2.1;290.05;287.65;86.0;12770.0;0.0;;;;5.0;1750.0;;;;100630.0;;;360.0;;;;;;;;3.2;3.3;-10.0;0.0;0.0;;;0.0;0.0;0.0;0.0;0.2;;;;;2.0;;1500.0;5.0;;1860.0;;;;;;;48.716833,2.384333;ORLY;En baisse ou stationnaire,puis en hausse,24032
7149;2022-08-20T20:00:00+02:00;101850.0;-30.0;6.0;240.0;2.8;296.65;283.35;43.0;41300.0;0.0;;;;0.0;;;;;100810.0;;;150.0;287.35;;298.75;;;;;3.8;4.6;-10.0;0.0;0.0;;;0.0;0.0;0.0;0.0;0.6;;;;;;;;;;;;;;;;;48.716833,2.384333;ORLY;En baisse,puis stationnaire,24033
7149;2022-08-23T17:00:00+02:00;101610.0;-30.0;6.0;250.0;3.5;300.95;289.55;50.0;47020.0;3.0;2.0;2.0;90.0;6.0;1250.0;38.0;20.0;11.0;100590.0;;;210.0;;;;;;;;5.7;5.8;-10.0;0.0;0.0;0.0;-30.0;0.0;0.0;0.0;0.0;0.0;;;;;2.0;8.0;1470.0;5.0;6.0;1860.0;5.0;0.0;8000.0;;;;48.716833,2.384333;ORLY;En baisse,puis stationnaire,24034
7149;2022-05-14T17:00:00+02:00;101990.0;-170.0;8.0;100.0;3.8;296.25;282.25;41.0;25000.0;2.0;2.0;2.0;75.0;0.0;8000.0;30.0;20.0;11.0;100940.0;;;-230.0;;;;;;;;6.5;6.5;-10.0;0.0;0.0;0.0;-30.0;0.0;0.0;0.0;0.0;0.0;;;;;6.0;0.0;8000.0;;;;;;;;;;48.716833,2.384333;ORLY;Stationnaire ou en hausse,puis en baisse,24035
7149;2022-05-23T05:00:00+02:00;100400.0;-200.0;5.0;0.0;0.0;287.95;286.35;90.0;41650.0;3.0;2.0;2.0;90.0;5.0;5080.0;30.0;28.0;12.0;99340.0;;;-1360.0;;;;;;;;1.0;2.9;-10.0;0.0;0.0;0.0;-30.0;0.0;0.0;0.2;0.2;0.2;;;;;5.0;3.0;5080.0;7.0;0.0;6400.0;;;;;;;48.716833,2.384333;ORLY;En baisse,puis en hausse,24036
7149;2022-05-29T02:00:00+02:00;101960.0;-60.0;8.0;30.0;5.6;284.25;277.25;62.0;30000.0;1.0;0.0;0.0;0.0;0.0;;30.0;20.0;10.0;100870.0;;;-510.0;;;;;;;;8.5;9.2;-10.0;0.0;0.0;0.0;-60.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;48.716833,2.384333;ORLY;Stationnaire ou en hausse,puis en baisse,24037
7149;2022-05-30T02:00:00+02:00;101380.0;-10.0;5.0;20.0;4.7;283.35;278.95;74.0;50100.0;0.0;;;;1.0;1750.0;;;;100290.0;;;-580.0;;;;;;;;7.3;8.6;-10.0;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;;;;1.0;;1980.0;;;;;;;;;;48.716833,2.384333;ORLY;En baisse,puis en hausse,24038
7149;2022-07-19T05:00:00+02:00;101560.0;-90.0;7.0;100.0;1.7;296.65;282.95;42.0;43080.0;0.0;;;;0.0;;;;;100520.0;;;-650.0;;;;;;;;2.9;2.9;-10.0;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;48.716833,2.384333;ORLY;En baisse;;On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution;23.5;;;;;;48.716833;2.384333;89;Athis-Mons;91027;Métropole du Grand Paris;200054781;Essonne;91;Île-de-France;11;7,"",24039
7149;2022-07-19T20:00:00+02:00;101170.0;130.0;3.0;250.0;9.4;305.85;292.35;45.0;8430.0;0.0;;;;1.0;4560.0;;;;100170.0;;;-560.0;297.65;;313.45;;;;;14.5;14.5;-10.0;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;;;;1.0;;4560.0;;;;;;;;;;48.716833,2.384333;ORLY;En baisse ou stationnaire,puis en hausse,24040
7149;2022-07-24T20:00:00+02:00;101260.0;-200.0;6.0;160.0;3.5;305.05;286.75;33.0;29340.0;0.0;;;;1.0;250.0;;;;100250.0;;;-660.0;293.05;;306.35;;;;;5.4;7.3;-10.0;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;;;;1.0;;240.0;;;;;;;;;;48.716833,2.384333;ORLY;En baisse,puis stationnaire,24041
7149;2022-07-27T02:00:00+02:00;101990.0;30.0;1.0;340.0;3.5;290.05;284.95;72.0;58470.0;0.0;;;90.0;7.0;2250.0;;;;100920.0;;;150.0;;;;;;;;5.2;5.2;-10.0;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;;;;7.0;;2160.0;;;;;;;;;;48.716833,2.384333;ORLY;En hausse,puis stationnaire,24042
